mahalle,brut_alan_m2,net_alan_m2,oda_sayisi,bina_kat_sayisi,dairenin_bulundugu_kat,bina_yas,isitma_turu,banyo_sayisi,balkon,asansor,otopark,esya_durumu,site_icinde,sahibi,aidat,depozito,fiyat
Zerdalilik Mah.,180.0,160.0,5+2,4.0,4,31 ve üzeri,Klima,2.0,1,0,Yok,0,0,0,0,20000,20000.0
Şirinyalı Mh.,170.0,160.0,3+1,12.0,10,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,1,0,0,0,50000,50000.0
Etiler Mah.,110.0,100.0,2+1,6.0,6,21-25 arası,Klima,1.0,1,1,Yok,0,0,0,100,16000,16000.0
Kızılsaray Mh.,210.0,200.0,3+1,5.0,5,31 ve üzeri,Klima,1.0,1,1,Yok,1,0,0,0,2100,27000.0
Güzeloba Mh.,85.0,70.0,2+1,12.0,9,16-20 arası,Klima,1.0,1,1,Kapalı Otopark,1,1,1,900,35000,35000.0
Memurevleri Mah.,130.0,110.0,3+1,4.0,3,26-30 arası,Yok,1.0,1,0,Yok,0,0,0,0,13500,13500.0
Muratpaşa Mh.,140.0,130.0,3+1,4.0,3,21-25 arası,Yok,1.0,1,0,Açık Otopark,0,0,0,0,13000,13000.0
Kızılarık Mh.,140.0,135.0,3+1,4.0,3,11-15 arası,Kombi (Doğalgaz),2.0,1,0,Açık Otopark,1,0,0,0,18000,18000.0
Çağlayan Mh.,180.0,170.0,3+1,7.0,1,21-25 arası,Klima,2.0,1,1,Açık Otopark,0,1,0,0,25000,22750.0
Varlık Mh.,150.0,140.0,3+1,7.0,1,26-30 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,25000,22000.0
Yeşilbahçe Mh.,220.0,200.0,3+1,15.0,15,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,1,1,0,4000,175000,87500.0
Çağlayan Mh.,180.0,150.0,3+1,2.0,2,11-15 arası,Klima,2.0,1,0,Yok,1,0,0,250,66000,33000.0
Bayındır Mh.,70.0,60.0,1+1,5.0,5,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,0,13500.0
Kışla Mh.,65.0,60.0,1+1,3.0,2,5-10 arası,Klima,1.0,0,1,Yok,1,0,0,0,0,15800.0
Bayındır Mh.,115.0,105.0,3+1,4.0,2,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,0,18000.0
Güzeloba Mh.,75.0,70.0,1+1,3.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,0,Yok,1,0,0,0,36000,18000.0
Yeşilbahçe Mh.,180.0,170.0,3+1,10.0,10,31 ve üzeri,Merkezi,2.0,1,1,Açık Otopark,0,0,0,1500,36000,36000.0
Güzeloba Mh.,155.0,150.0,2+1,2.0,2,5-10 arası,Klima,2.0,1,0,Yok,1,0,0,200,33000,33000.0
Güzeloba Mh.,65.0,60.0,1+1,2.0,Giriş Katı,5-10 arası,Klima,1.0,1,0,Açık Otopark,1,1,0,250,18000,18000.0
Sinan Mah.,110.0,100.0,2+1,4.0,Giriş Katı,26-30 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,0,15000.0
Soğuksu Mh.,55.0,45.0,1+1,6.0,2,4,Klima,1.0,1,1,Açık Otopark,1,0,0,0,0,19000.0
Güzeloba Mh.,140.0,100.0,3+1,9.0,4,16-20 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,0,1,0,200,20000,20000.0
Yenigün Mh.,70.0,60.0,1+1,4.0,Giriş Katı,5-10 arası,Klima,1.0,1,0,Açık Otopark,0,0,1,0,0,12800.0
Güzeloba Mh.,100.0,98.0,2+1,4.0,2,16-20 arası,Kombi (Doğalgaz),1.0,1,0,Yok,0,1,0,0,0,17500.0
Yüksekalan Mh.,115.0,100.0,2+1,3.0,1,5-10 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,150,15000,15000.0
Muratpaşa Mh.,85.0,75.0,2+1,4.0,3,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,0,12000.0
Tahılpazarı Mh.,70.0,55.0,1+1,5.0,2,16-20 arası,Klima,1.0,0,1,Yok,1,0,1,350,34000,17000.0
Bahçelievler Mh.,150.0,130.0,3+1,7.0,6,21-25 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,0,30000,30000.0
Çağlayan Mh.,180.0,170.0,3+1,7.0,1,21-25 arası,Klima,2.0,1,1,Açık Otopark,0,1,0,0,25000,23500.0
Kızılsaray Mh.,220.0,200.0,3+1,6.0,6,21-25 arası,Klima,1.0,1,1,Yok,1,0,0,100,25000,25000.0
Güzeloba Mh.,65.0,60.0,1+1,2.0,1,11-15 arası,Klima,1.0,0,0,Açık Otopark,1,1,0,0,18000,18000.0
Konuksever Mah.,110.0,90.0,2+1,5.0,5,5-10 arası,Yok,1.0,1,0,Yok,1,0,1,200,0,14000.0
Memurevleri Mah.,200.0,170.0,3+1,4.0,4,26-30 arası,Yok,1.0,1,0,Yok,0,0,1,200,13000,13000.0
Güzeloba Mh.,85.0,75.0,2+1,3.0,Bahçe Katı,11-15 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,120,36000,17000.0
Bahçelievler Mh.,115.0,105.0,2+1,7.0,3,11-15 arası,Klima,1.0,1,1,Yok,1,0,0,400,20000,20000.0
Muratpaşa Mh.,90.0,70.0,2+1,4.0,1,16-20 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,80,12000,12000.0
Güzeloba Mh.,55.0,50.0,1+1,2.0,Yüksek Giriş,0,Klima,1.0,1,1,Açık Otopark,1,0,0,0,20000,20000.0
Yeşildere Mh.,110.0,100.0,3+1,4.0,3,5-10 arası,Klima,1.0,1,0,Açık Otopark,0,1,0,500,12000,12000.0
Gebizli Mah.,85.0,75.0,2+1,4.0,1,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,12000,12000.0
Güzeloba Mh.,65.0,55.0,2+1,3.0,Çatı Katı,2,Klima,2.0,1,0,Açık & Kapalı Otopark,1,1,0,0,0,38500.0
Güvenlik Mh.,60.0,50.0,1+1,4.0,4,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,11000,11000.0
Yıldız Mh.,110.0,100.0,2+1,3.0,2,16-20 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,14000,14000.0
Fener Mah.,190.0,180.0,3+1,13.0,1,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,1,0,0,0,0,26000.0
Güzeloba Mh.,110.0,95.0,2+1,2.0,1,11-15 arası,Klima,1.0,1,0,Yok,1,1,0,350,16000,16000.0
Kızılarık Mh.,110.0,100.0,2+1,4.0,2,3,Yok,1.0,1,1,Açık Otopark,0,0,0,0,15000,15000.0
Sedir Mah.,90.0,80.0,2+1,5.0,4,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,15000,15000.0
Çağlayan Mh.,62.0,52.0,1+1,3.0,2,5-10 arası,Klima,1.0,0,0,Açık Otopark,1,0,0,0,0,28000.0
Yıldız Mh.,150.0,135.0,3+1,5.0,4,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,13500,13000.0
Konuksever Mah.,135.0,125.0,3+1,4.0,2,31 ve üzeri,Klima,1.0,1,0,Açık Otopark,0,0,0,0,0,11000.0
Çaybaşı Mh.,60.0,55.0,1+1,5.0,Bahçe Katı,5-10 arası,Klima,1.0,1,1,Yok,1,0,0,0,28000,15500.0
Bayındır Mh.,150.0,145.0,3+1,5.0,3,16-20 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,25000,25000.0
Şirinyalı Mh.,160.0,150.0,3+1,5.0,2,11-15 arası,Kat Kaloriferi,2.0,1,1,Açık Otopark,1,0,0,0,0,35000.0
Konuksever Mah.,140.0,130.0,3+1,3.0,2,16-20 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,0,14000.0
Meltem Mah.,145.0,140.0,3+1,8.0,4,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,0,0,27000.0
Güzeloba Mh.,50.0,45.0,1+1,2.0,Bahçe Katı,4,Klima,1.0,1,0,Yok,1,1,0,2000,15000,15000.0
Kızılarık Mh.,90.0,80.0,2+1,4.0,Yüksek Giriş,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,1,0,0,0,11500.0
Fener Mah.,60.0,60.0,1+1,4.0,Bahçe Katı,11-15 arası,Klima,1.0,1,0,Yok,1,0,0,0,15000,15000.0
Çağlayan Mh.,180.0,160.0,3+1,10.0,4,16-20 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,1,0,1000,30000,30000.0
Güzeloba Mh.,85.0,80.0,2+1,12.0,7,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,500,19000,19000.0
Yeşildere Mh.,140.0,130.0,2+1,5.0,Yüksek Giriş,5-10 arası,Merkezi,2.0,1,1,Açık Otopark,1,0,0,0,20000,15000.0
Güzeloluk Mh.,95.0,90.0,1+1,4.0,Bahçe Katı,4,Kombi (Doğalgaz),1.0,1,1,Açık & Kapalı Otopark,1,1,0,1500,100000,35000.0
Güzeloba Mh.,70.0,60.0,1+1,6.0,Bahçe Katı,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,1,0,1000,19000,19000.0
Deniz Mah.,105.0,85.0,2+1,4.0,2,5-10 arası,Klima,1.0,1,1,Kapalı Otopark,0,1,0,700,23000,23000.0
Memurevleri Mah.,95.0,90.0,2+1,5.0,Bahçe Katı,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,12000,13000.0
Kızılarık Mh.,90.0,85.0,2+1,4.0,Yüksek Giriş,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,100,11500,11000.0
Altındağ Mh.,135.0,125.0,3+1,4.0,4,16-20 arası,Kombi (Doğalgaz),1.0,1,0,Kapalı Otopark,1,0,1,30,0,20000.0
Güzeloba Mh.,85.0,40.0,Stüdyo (1+0),3.0,2,5-10 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,0,12000.0
Güzeloba Mh.,50.0,45.0,1+1,2.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,0,Yok,1,1,0,50,40000,17500.0
Gençlik Mh.,150.0,135.0,3+1,4.0,3,31 ve üzeri,Klima,1.0,1,0,Yok,0,0,0,0,0,25000.0
Güzeloba Mh.,45.0,40.0,1+1,3.0,1,2,Klima,1.0,1,1,Kapalı Otopark,1,1,0,0,0,20000.0
Muratpaşa Mh.,140.0,120.0,2+1,4.0,1,11-15 arası,Klima,2.0,1,0,Açık Otopark,0,0,0,60,25000,20000.0
Kızılarık Mh.,80.0,70.0,2+1,3.0,Yüksek Giriş,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,12000,12000.0
Gebizli Mah.,100.0,95.0,3+1,4.0,Yüksek Giriş,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,0,0,0,15900,13000.0
Çağlayan Mh.,130.0,120.0,3+1,5.0,1,5-10 arası,Klima,2.0,1,1,Açık Otopark,1,0,0,300,80000,40000.0
Üçgen Mh.,140.0,130.0,3+1,5.0,3,21-25 arası,Güneş Enerjisi,1.0,1,0,Açık Otopark,0,0,1,50,15000,15000.0
Fener Mah.,90.0,85.0,2+1,6.0,Giriş Katı,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,1,150,40000,20000.0
Yeşilbahçe Mh.,225.0,190.0,3+1,15.0,15,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,1,1,0,4000,0,87500.0
Deniz Mah.,70.0,60.0,1+1,4.0,4,31 ve üzeri,Klima,1.0,0,0,Yok,1,0,0,0,30000,15000.0
Güzeloba Mh.,55.0,45.0,1+1,2.0,1,5-10 arası,Klima,1.0,1,0,Açık Otopark,1,1,0,1750,0,22000.0
Etiler Mah.,100.0,90.0,2+1,3.0,3,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,20000,20000.0
Çağlayan Mh.,160.0,145.0,3+1,5.0,3,16-20 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,0,45000,35500.0
Yüksekalan Mh.,45.0,40.0,1+1,4.0,Yüksek Giriş,0,Kombi (Doğalgaz),1.0,0,1,Açık & Kapalı Otopark,0,1,0,0,15000,15000.0
Yenigün Mh.,140.0,130.0,3+1,8.0,2,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,250,36000,17500.0
Güzelbağ Mh.,110.0,100.0,2+1,2.0,2,5-10 arası,Klima,2.0,0,1,Yok,1,0,0,400,55000,30000.0
Güzeloba Mh.,120.0,110.0,2+1,2.0,1,5-10 arası,Klima,2.0,0,1,Kapalı Otopark,1,1,0,1800,60000,45000.0
Meltem Mah.,155.0,145.0,3+1,15.0,8,21-25 arası,Klima,2.0,1,1,Açık Otopark,1,1,0,500,22500,22500.0
Şirinyalı Mh.,165.0,160.0,3+1,10.0,7,11-15 arası,Yok,2.0,1,1,Açık Otopark,0,1,0,2000,25000,25000.0
Gebizli Mah.,110.0,100.0,2+1,5.0,2,4,Merkezi (Pay Ölçer),2.0,1,1,Kapalı Otopark,1,1,0,0,0,26000.0
Şirinyalı Mh.,175.0,165.0,3+1,5.0,3,26-30 arası,Yok,2.0,1,1,Açık Otopark,0,0,0,0,0,20000.0
Gebizli Mah.,115.0,100.0,2+1,4.0,4,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,15000,15000.0
Yenigün Mh.,80.0,70.0,2+1,3.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,15000,15000.0
Çağlayan Mh.,160.0,135.0,3+1,10.0,4,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,1,0,400,70000,30000.0
Bayındır Mh.,185.0,165.0,4+1,8.0,8,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık & Kapalı Otopark,1,0,0,0,0,18000.0
Güzeloba Mh.,150.0,140.0,3+1,11.0,8,11-15 arası,Klima,1.0,1,1,Yok,0,0,0,150,20000,20000.0
Güzeloba Mh.,120.0,100.0,2+1,3.0,2,5-10 arası,Klima,2.0,1,1,Kapalı Otopark,1,1,0,1200,80000,40000.0
Kışla Mh.,55.0,50.0,1+1,4.0,4,5-10 arası,Klima,1.0,1,1,Yok,1,0,0,0,0,15800.0
Meydankavağı Mh.,150.0,140.0,3+1,4.0,1,16-20 arası,Yok,2.0,1,1,Açık Otopark,0,0,0,150,20000,19000.0
Üçgen Mh.,180.0,160.0,4+1,4.0,4,4,Klima,2.0,1,1,Açık Otopark,0,0,0,0,0,25000.0
Kızılarık Mh.,110.0,100.0,2+1,4.0,2,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,1,0,0,0,14000.0
Çağlayan Mh.,85.0,75.0,2+1,7.0,Giriş Katı,4,Kombi (Doğalgaz),1.0,1,1,Kapalı Otopark,1,0,0,1800,45000,30000.0
Sinan Mah.,125.0,110.0,3+1,4.0,1,31 ve üzeri,Klima,1.0,1,0,Açık Otopark,0,0,0,0,15000,15000.0
Bahçelievler Mh.,150.0,130.0,2+1,5.0,5,31 ve üzeri,Merkezi,1.0,1,1,Açık Otopark,0,0,0,1000,30000,25000.0
Kışla Mh.,95.0,85.0,2+1,3.0,1,11-15 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,15500,15500.0
Çağlayan Mh.,70.0,65.0,1+1,3.0,1,3,Klima,1.0,1,1,Yok,1,0,0,0,20000,20000.0
Güzeloba Mh.,50.0,45.0,1+1,2.0,Bahçe Katı,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,29000,15000.0
Konuksever Mah.,120.0,105.0,2+1,3.0,1,5-10 arası,Klima,2.0,1,0,Açık Otopark,0,0,0,0,15000,15000.0
Kışla Mh.,130.0,115.0,3+1,5.0,5,26-30 arası,Klima,2.0,1,0,Açık Otopark,0,0,0,50,14000,13500.0
Güzeloba Mh.,85.0,75.0,2+1,4.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,400,22000,22000.0
Çağlayan Mh.,100.0,90.0,2+1,2.0,1,11-15 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,250,23000,23000.0
Muratpaşa Mh.,55.0,52.0,1+1,4.0,2,0,Yerden Isıtma,1.0,1,1,Açık Otopark,1,0,1,300,20000,25000.0
Güzeloba Mh.,135.0,125.0,3+1,3.0,3,11-15 arası,Kombi (Doğalgaz),2.0,1,0,Açık Otopark,1,0,0,0,30000,30000.0
Meydankavağı Mh.,180.0,170.0,3+1,3.0,2,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,0,1,1,1250,80000,40000.0
Çağlayan Mh.,70.0,65.0,1+1,4.0,2,5-10 arası,Klima,1.0,1,1,Yok,1,0,0,0,16000,14350.0
Çaybaşı Mh.,140.0,125.0,2+1,7.0,1,16-20 arası,Klima,1.0,0,1,Yok,1,0,1,200,20000,25000.0
Güzeloba Mh.,130.0,120.0,3+1,3.0,2,5-10 arası,Klima,2.0,1,0,Açık Otopark,0,0,0,1000,25000,25000.0
Kızılarık Mh.,120.0,95.0,2+1,6.0,2,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,200,15000,14999.0
Zerdalilik Mah.,95.0,85.0,2+1,4.0,Yüksek Giriş,2,Kombi (Doğalgaz),1.0,1,1,Kapalı Otopark,1,1,0,350,35000,29995.0
Yeşilbahçe Mh.,125.0,115.0,2+1,5.0,3,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,0,0,150,27000,27000.0
Şirinyalı Mh.,170.0,160.0,3+1,10.0,6,21-25 arası,Yok,1.0,1,1,Açık Otopark,0,1,0,0,0,25000.0
Çağlayan Mh.,120.0,110.0,2+1,15.0,15,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,1600,60000,30000.0
Şirinyalı Mh.,90.0,80.0,2+1,3.0,3,21-25 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,0,40000.0
Bayındır Mh.,145.0,130.0,3+1,4.0,1,26-30 arası,Yok,1.0,1,0,Açık Otopark,0,0,0,75,0,15000.0
Yeşilbahçe Mh.,150.0,140.0,3+1,4.0,1,31 ve üzeri,Klima,1.0,1,0,Açık Otopark,0,0,0,0,0,25000.0
Kızıltoprak Mh.,160.0,150.0,3+1,5.0,2,11-15 arası,Yok,1.0,1,1,Açık Otopark,0,1,0,0,20000,20000.0
Güzeloba Mh.,105.0,97.0,1+1,2.0,2,5-10 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,40000,20000.0
Üçgen Mh.,140.0,135.0,3+1,6.0,6,26-30 arası,Klima,1.0,1,0,Yok,0,0,0,100,15000,15000.0
Şirinyalı Mh.,150.0,140.0,3+1,5.0,2,11-15 arası,Yok,2.0,1,1,Açık Otopark,0,1,0,575,23000,23000.0
Güzeloba Mh.,45.0,40.0,1+1,7.0,Giriş Katı,26-30 arası,Klima,1.0,0,1,Açık Otopark,1,1,0,500,15000,14000.0
Sinan Mah.,120.0,100.0,3+1,4.0,3,26-30 arası,Klima,2.0,1,0,Yok,0,0,0,100,15000,15000.0
Çağlayan Mh.,200.0,180.0,4+1,15.0,9,11-15 arası,Kombi (Doğalgaz),3.0,1,1,Açık Otopark,1,1,0,0,45000,45000.0
Kızılarık Mh.,65.0,55.0,1+1,4.0,2,0,Klima,1.0,1,1,Açık Otopark,0,0,0,0,15000,13500.0
Kışla Mh.,150.0,135.0,3+1,6.0,5,3,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,0,0,0,500,50000,25000.0
Altındağ Mh.,180.0,155.0,3+1,7.0,2,21-25 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,30000,21750.0
Meydankavağı Mh.,180.0,160.0,3+1,8.0,3,21-25 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,0,0,0,500,33000,29500.0
Varlık Mh.,150.0,130.0,2+1,6.0,6,2,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,1,0,0,0,30000,26750.0
Güzeloba Mh.,90.0,80.0,2+1,2.0,2,4,Klima,1.0,1,0,Açık Otopark,1,0,0,0,0,25000.0
Fener Mah.,65.0,55.0,1+1,3.0,1,4,Klima,1.0,0,1,Açık Otopark,1,0,0,0,25000,25000.0
Tahılpazarı Mh.,110.0,95.0,2+1,5.0,5,26-30 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,11000,11000.0
Kızılarık Mh.,125.0,112.0,2+1,5.0,1,4,Klima,2.0,1,1,Açık Otopark,1,1,0,1100,35000,17800.0
Güzeloba Mh.,60.0,50.0,1+1,2.0,Bahçe Katı,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,1,0,0,0,13000.0
Meydankavağı Mh.,220.0,180.0,4+1,5.0,4,11-15 arası,Yok,2.0,1,1,Açık Otopark,0,0,0,150,22000,22000.0
Güzeloba Mh.,115.0,105.0,2+1,2.0,Yüksek Giriş,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,200,25000,25000.0
Fener Mah.,90.0,80.0,2+1,15.0,Zemin Kat,21-25 arası,Klima,1.0,1,1,Kapalı Otopark,0,1,0,1250,40000,20000.0
Yenigün Mh.,110.0,100.0,2+1,4.0,4,11-15 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,50,13000,13000.0
Çağlayan Mh.,150.0,140.0,3+1,8.0,1,16-20 arası,Kombi (Doğalgaz),1.0,1,1,Kapalı Otopark,1,1,0,0,0,30000.0
Yenigün Mh.,115.0,110.0,2+1,5.0,2,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,150,16000,16000.0
Güzeloba Mh.,120.0,110.0,2+1,3.0,2,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,250,16000,16000.0
Soğuksu Mh.,170.0,160.0,3+1,17.0,11,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık & Kapalı Otopark,1,0,0,0,25000,25000.0
Şirinyalı Mh.,220.0,200.0,5+1,13.0,12,11-15 arası,Klima,2.0,1,1,Açık Otopark,0,0,0,0,30000,30000.0
Muratpaşa Mh.,70.0,65.0,2+1,5.0,Çatı Katı,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,1,500,20000,20000.0
Güzeloba Mh.,100.0,80.0,2+1,4.0,1,16-20 arası,Klima,2.0,1,0,Yok,1,0,0,300,25000,17500.0
